Entry	Label
R5be14b2d34c1d3213045dcb34acb559f1efb0660db88b15ee97ecec7352a56d2	rule0450_rule0548
R655b28952bd3f6e45b953bbb07a4bf452680ee55e6a94cb47ce880fb2d98cb44	rule0238_rule0239
R9804fa062675e5cf295915d6d650db0032daea0608ccab936583c76f3befea3b	rule0238_rule0239
R0f7ef355eab275478b64c9d118bf7142d4770475e80c74ddb0ed20f1e2c9c5eb	rule0124_rule0125
R5623a7c98986d6f21968512e8c66ad9848e06b78265cd4dbf2ee3d0bb64a4f93	rule0095_rule0110
R087936ff23f394ad04ce55a41e8d8e610b6edfbb1db339eccbe80880df469cc2	rule0095_rule0110
Rb101a7aeeaf4010f545694faf25e8586000768c1d755f31bca2507ade9366e5e	rule0217_rule0218
Rd3d257355a3452a434708719057c72ef5106a7fd4bedf0a2b62c31a8a98d0d24	rule0032_rule0035
R455612ddc25c869326034ab2cc6107f1e9f4497c09e9789f9e199facfe7ca2c4	rule0059_rule0060
Rb3d56c3082713383686f8badc34901d8999d0051d6fef40792efd603acc4ea7e	rule0232_rule0233
Rc122bda3f819649d419a80de6a8c3cfb9ccbbcd064c79e7da5ecfcb04a667350	rule0232_rule0233
Rf737db04f60a2131c089c5f02c19f21f7fb32f5a01b7892c38dd2da72f08ca1d	rule0115_rule0116
R7b8e34ab6b9a58311f2b694c1bccd2eaf350214d978ccbef1f014b763bf11bb0	rule0115_rule0116
R4afd4dad4c641cea29d370388a9712bee4a2ae53ef9a0b3d73621ec9741f1e34	rule0115_rule0116
R141e51c5d4b826abbbbd73acfd2e392d100c7621948119e96305f1300e9f6d36	rule0115_rule0116
R4d2e31434c963165d7983354c29515e3476322a38df0a5a03743439c57fb55ec	rule0115_rule0116
R96aca6751ae63cbdc7a41c49ea003f1d87278c4c43b6a1b89e83595361003f9e	rule0115_rule0116
R566b68bc4d1e0673128e891b9fc8707c51b417c9f5c8cb667fbad632a64a330c	rule0115_rule0116
Rf4b83b7e4bf9e51769fce90cf109224d06f8d2a88b51feef8f300baa255c7b61	rule0115_rule0116
R7ce6938ea2eb94020e13509b2741c6e83d19c7cfbb09abf74f5bd3d77d57bf78	rule0115_rule0116
Rc776a172b849befe704a3369f7ab3cdd81f9c07a803910c8de116e16d8f30c36	rule0115_rule0116
Rdf7149b15374133c32a1583d965efdb4ba95de5e7c5b13d9bcd024d9b3b6982e	rule0217_rule0218
R8f93c068215d20adfce9028194c25bc01d6f3329e71c850e6e2d08274a57c50b	rule0217_rule0218
R0e56fd149630e7720aed0b55dad7eefd4dec80ccc9a87cf1612f817152aded73	rule0629_rule0630
R37cdc5bb6a1662eb3f02aeb966223340b151e323486293f83f3c3d5ad3eaaf9d	rule0629_rule0630
Ref48cd918e17e2f695d87fd9f9781e2babc4035a40f667933a59f614ee5fb2bf	rule0465_rule0466
R4a649ab1035a89373a9b7bd11ad6839f318a1a2707d0a47e057e738a7d900c35	rule0549_rule0550
R97943823a17ddb07a55968deab721e8012ef36c0d3a1597da547a38c8d6e5b8e	rule0549_rule0550
R1458cbdda6b6cbb212c94ef05ca476c46de65f0364f4331c86fb8f6edd492c9f	rule0549_rule0550
Rbc1ee8d07337d2f2ac0829035f08bc806157fff988c9db04486a84fc2197597c	rule0549_rule0550
R4736fa17256b7206bc05a331391f72ac0aec548c7f356493a006cd03a8da290c	rule0549_rule0550
Ra7b67529214295f64ced4c9d9f14bce6dc90e62660b6821dbddcc8757330f884	rule0549_rule0550
Rbf1b9aaf6661f7ba50712fb5ba443816d6195590c2f039c7aa19e17a55e537f1	rule0549_rule0550
R80abf0c5eaa017074592d8f9e536f5f6b7ebd634033e2bff3a2b04f736a399b9	rule0549_rule0550
R70c3b51e5a2105ed27af45d394ff4ec0d42f88673fe34f5e9e6b86d85087c789	rule0549_rule0550
R02f017e0c1854026e47711e1e789cf95cb121e0e2af8ad31d35275c7f8a9642b	rule0549_rule0550
Rc52b0f27416961750ac402bdec46e742e7192cd70310fe723b0e9e72e3f01a24	rule0025_rule0026
R5a5bf594c36ad552c3d9e5a8042bff8246818b1c3bc030e8ed70b83f0282d031	rule0025_rule0026
Rd30aac4b8e7e18b09d7696a9057d4b9d94a71d72b9a5da7403cc1ca45f79cf5f	rule0016_rule0017
Rde632eb8e87fb07a5013113cf8b854d5dcfeb31b5af987327e9c2d8d4a432ff8	rule0016_rule0017
Raaa11a1c59b2c39919e8fdbff3071c0fec1868fe504f7da578edd9f8ef80f8d4	rule0016_rule0017
Rfd9e834c853cf509b35c00a578b889477faf07b1360d16d7dff6dc2a3d11b725	rule0016_rule0017
Rbbb524f8a390be0768a365dd29f760678112e0da2169bc9bfbbb2a1c02248480	rule0016_rule0017
R991bd751bd8600d5e79afa8464e8ebc1d12bd63397c8642af962355ceeaf56cf	rule0038_rule0039
Rf3387b13b37437e6610ca0dc6a0f139643b84afcb94e98905d7387c373011d25	rule0038_rule0039
R81c07e049c92ef37b28665dd7ec552df6c6edeabe7c5d849e53efbc0cfc1af60	rule0014_rule0015
R0b065993a7a7bd0ffb9abfe1b24d218ead6a839505a6d002f1071fa74a32d790	rule0014_rule0015
Rbd26daa6f8ad44bc2e75234f6fadb841a72181feddaf38de4500b1cfcbb27136	rule0014_rule0015
R0201c98fd101274ad9880ce6ffc0df24869cf83e257f2beb94194d63cbd0a61b	rule0014_rule0015
Rabe800be4bc435304dd1aea8c2220a78caafd18105751101d5ee4b9dabd7c85d	rule0012_rule0013
R69149fc9105eee6bd34d8d49241d7c3fb77a1a2aacb642e735665c446e449f0c	rule0012_rule0013
R60270ac6fafaefb305fc352f014752a86cb927ffb915631abbb05ef9f39f9bd7	rule0001_rule0001
Rd5a75b7ef83717b4381ff30dbbfa424f900b830c0f5a1bd215636d73c90feb5c	rule0032_rule0035
Rff58aaabf2bc8b0c7b4567a9ae30f809cc2f2c08bf416dafad82c65cbbc9cbdc	rule0032_rule0035
R326a0caff283bb67d94fdfbb459afa3f1f87976b36e12cb0b81d06092228e400	rule0032_rule0035
R40aee747e9a704bdd5fd42afe3ee3ca5bb4584f76383601e2c9e334e823dd66c	rule0032_rule0035
R54dfe6c720c9a3c604cd2a7e0672ad896c4752e22ece0cb943092aeddecdc1d5	rule0055_rule0056
R0410b2fea4a6455ed1f80202f47705c98ad7e06ae10a629090bd85a452c341a0	rule0016_rule0017
Rcfae1b1bed283ac03ddd6669050e8c5661270de77a18f9da495fc851d9e4cae3	rule0016_rule0017
R7e709cba82a63051d9438678814bbdc38e3088c46f3d10ca47e2930b560a12aa	rule0016_rule0017
R1beb1ae046f9912e59e774b348152c61a3925d109ce6751ad16ba76a1fd4a93b	rule0014_rule0015
Rdc070a1167473fbb5f64d7f55b03dd50b87821cf9b3277cf8e89fddd20944029	rule0032_rule0035
R5e08b1f46cf4327b74e584189d0d9e3eb13b9b5c6b75455069308fc85bdc95df	rule0356_rule0402
R873298b6ccbeee7f2a3d700c60b92e1cae30da15c6ccd0ae801ce0be0e6f33c7	rule0014_rule0015
R9e356fc381b88bd7e082abdcf1b2f35c704544759df93aef1dffe0b6741b868c	rule0187_rule0188
R59acb7ea6f5c070309e33f0b4f7b31aa428e37336a613498d600757fd7bf4812	rule0122_rule0123
Re1dd8c6f6b97454effb4db2c77e34b2fd50b123649a1ca99c64f2934899544f8	rule0122_rule0123
R819ac5775eb2f28eb753ef46dcd851cf1108e1d20e662adda8a0b78b78c1eb65	rule0010_rule0011
R28b2dc6a91a250c7499d6347be663698de4543039160d2373f170efedd5de7f3	rule0201_rule0231
Rcdd1ee4fabe3b501c95039f7d68179bcd93f6497acca92d3885e65e86a778363	rule0568_rule0569
R792142b0104fcfdd1a16919dfd543704201f85b0dd8c83c4d03882c905ceb7d0	rule0012_rule0013
Rdce2c78cb64c782b3980373879af3905f1a495a03fa9c04a3f32052ba7a0a979	rule0014_rule0015
Ra36e7af7dba2e1375dbfdb33435dff9e9f550cf4cef37d7f6b40d1fe1b006ebf	rule0008_rule0009
R27014c52ac0ba0258bb88151786075f46672a69901a5436f924dc5ba70daabda	rule0008_rule0009
R5926e622e2cba614ad5fc1781f2d39ceafad10b99b7811587c8528cb49fd60ff	rule0006_rule0007
R221a4fa516276d0a1d31795d501d15873abaf91305a94709e732d30b6eb7c44e	rule0006_rule0007
Rc8e63bffd7c2902ca543fd8a3d53ca0136bdd8328fcdb30905385970e6edd544	rule0006_rule0007
R5e8f58b4cb7a050d28676619e80e63854bff80bd7835a7a868ad7337e0379e32	rule0006_rule0007
Rf736229e58a44a0368727a5bf15c6ada4683b90ff980b35292534737e860020f	rule0006_rule0007
R354c19e07147cf61ac6c0b8e5d5d063e73e4c28af5684bb114248158087334bb	rule0006_rule0007
R974422f69256b5b7a034521163bd308d938e6fbb569b89ada7e2f1899b8bef0e	rule0166_rule0167
Ree1f38e25571e70e8b8ca24c57f0e9e24313b5fe3a1adf8529815f0c5fcd553a	rule0166_rule0167
R409dfc2ae941c6f9ee3dc979a7c52801a7c36a1b10e356b50bd56f5024298c97	rule0166_rule0167
Rcff8f5e0cda3c456c1442cbeb293b4ac888c05139f605337d8cd41b70c6f9358	rule0166_rule0167
Rbfd6cbdc483425d6ebf021b35bf561167eb5303458560b4f7c045e27597dcb7e	rule0166_rule0167
R15d1a8d662acd7ead1301c77fc53bb5788715af3161219748f97a8df986beaa4	rule0166_rule0167
Rc03574c26d54a06d99e6b4d16dcfd21de606c6e44c64b25538fcb4d076ffce9d	rule0166_rule0167
Re98b397a84e011666f1af14a80328eff6393b167d36624ad93e87ab83bf9fd0d	rule0166_rule0167
R787eb056d5a350a8d2a5bbb08a66462da75aac59b30adc32a5fd672f17727e68	rule0166_rule0167
Rc612b3a43d2f8970c3131148dab4d062ed1041c91319f4f781a7dd5d76aa8f80	rule0166_rule0167
R0a51801663c5a0b26206f586a0d52543ddf3b8adeeaea9aa6bcf4e8a71f5cdcf	rule0166_rule0167
Ra7082c238af203a942f54d7c9f5ac1633d2f31b517c3ecfe7691ad8ea0b057ad	rule0166_rule0167
Ra81384696a9fbb3182478d27bc726cf8ae61265187ebe18c8bce5a1103a10995	rule0166_rule0167
R853da136124efea4ef3499ccdb4b5f0f7ce1c4f3a505872ff0999b64bfe7abd4	rule0166_rule0167
R47cca66a1264513a0241bb8dbf499f8e702843ca7432015cb7cc91d9448cb082	rule0166_rule0167
Rab4bac809602df1ec06329316cb225827f7a170d06c50f83383036aa8a4395d8	rule0166_rule0167
Rc7dd9eff1cc5330ca86ddf95c00bafc7eb2a0466f53ca147c800fdc8c7afb64c	rule0166_rule0167
R70d99f7e257cf93ed6ae7d901474bb4e447425e9ee788f3d945fadf5ee825607	rule0166_rule0167
Ra2359473702c5d1a95a02f276700540c1686ee82f6822a6b31da89e9045cb1a1	rule0166_rule0167
R1fa11749334ba0c452c7da2a8d0b941ba73c49104051938e011097763233b8e8	rule0166_rule0167
R705a48fcece05da8459c783a8ef4e0133bc275309ba5708e1c6413a866eaffc5	rule0166_rule0167
R11e671b31df8ff306e5f4d70bb59cb27bdcb82da88eac77723963c79977664e9	rule0166_rule0167
R91ca04316fdce5d87fc043e40c9ce89cf63f0cdff0cf114a6ec03faa755116aa	rule0166_rule0167
R9a1d5104aa266800433252d529bb5bf8fe6a7d66a5eeeb622e4663bb360cd143	rule0166_rule0167
R26a4d738efa71ced29b7057892ac77746183efe51e2c8a2c79fe7ac873823a0d	rule0166_rule0167
R3c639d2259a072d773e46b6db710b735b78eefa3ed5385df8a3802146bc97d5d	rule0166_rule0167
R33cf8e972f790f0ed02f9101f71b11b0c1d7683d1548368db3e13790675d00ea	rule0166_rule0167
R122b18d50546b4789c0bc7de58e752d2abf2a23be649de7aec720b1ba11ffc97	rule0166_rule0167
Rc09551191dbf4c12248509703cfe546fdcbdafb72f3da502c3bf49ace0490776	rule0166_rule0167
Rf12ad4b1e1d2967f8f2e3202bf8277e91fdf2f3afda80c4662b9c3a301a3e795	rule0166_rule0167
R0c3a377252dcd55f280bad3edec276d22f79e15d424c8dafd06d075e525134ee	rule0166_rule0167
Ra74b81a288198dd6a29d217d7f1b67338db88491b74cd3813508404976139227	rule0166_rule0167
R27a4291978bedf797f170ac59bf1825fabaa051c53dae316b5726452ccb6fcee	rule0599_rule0600
R48af58ddee6d741af1b26210c31acffc087dab610adf46e2b11cd6f2b5220913	rule0492_rule0493
Rfebf31029bc4830635bc6a6fad12030b52a777600cf1e3d8b1774e46ffa8865e	rule0010_rule0011
R195c9e82173281e8536ebf8ee4c9d3fca0956476e646bd3bf0abec3e93261c90	rule0010_rule0011
Ra79b0e618516da417d34cca93813f023b51f582265caf9acbf0e0cefac14edb4	rule0061_rule0062
Ra8e2088716e2f3b26b3edc88eac19216e6426f6809f5ccdc938ba8629300f2be	rule0061_rule0062
R5db608cc2adb3d528b7af2ad972a9b9ef4b91c02ef8deaddf57be09414015b55	rule0019_rule1085
R9c0d007157f7c99f7cd24d549f84fe0de8043a483157aeb6fd33c6ff7167a7a4	rule0012_rule0013
Raf40fc3a785618808d99ff6d2b353b994ebe6bf844dd585a39d0f8af2d2a9521	rule0012_rule0013
Rc48db10552c9480d46b6a482ab3d4b8c47d01ea2cb15bf04305865c0d56113be	rule0012_rule0013
R91c8998a1224b6fb390cf0c0eb97f9418ec1a059ada3a1e86113846f8622d1aa	rule0012_rule0013
R4ea915ba220ddabf3ce6c2213caca7ec8ccc27b6419ca14ea58a8e0c86189a6b	rule0012_rule0013
Rce8a7b868b7ee2ee1cf7f3da0c87652e2f8b8b8c1fc979d0106f76d06589bf0f	rule0012_rule0013
Ra46c1fc6df8349584aa6f78de2b40d55957b0c2ec75c6eb66b36a6aeefe6c4d9	rule0012_rule0013
R36c8e67cd09d3ac031860f53634d679c1054959702bc3889f2865064aaa19828	rule0012_rule0013
R11bd9eb518e6fa6e035424a773b74b92985a2e1b0cf035a344cfd020966f1041	rule0012_rule0013
Re02bca00e917766c10c3fd34098928b57962d62df6ce31392451964adfbb6908	rule0012_rule0013
R116765f3c9acbd743b4063853f4fdc044b08a9c435d492ea642a93311ac4b190	rule0012_rule0013
Red21eca370283824538189ff067808baa635921f3c949a8d8c2142c23b3f05b2	rule0012_rule0013
R6a1e035e15144e7e131798e0c5d2414ac8f24315d55af9759934bc6c54fb8f08	rule0382_rule0383
R8aadbbc96cc620a80e16c000b2f17e411f2904a1709ea6a2becb7d391277d636	rule0382_rule0383
Rc5079419e84bfec20c0cddbdf170460b912c3c77f61b692d56ff1bfdbfdbe611	rule0382_rule0383
Rf9a8f6f59cdbbd14da9445e59ef690b667a75bdda5fef57bef1f5fb7b4a653c2	rule0033_rule0034
R47d34dd2f6e639b9a3239b902d0dceb5982b7c136d1ef192c36357f4cf8f4b9c	rule0041_rule0042
R4456e1ecfa709931554ccb2372a4b57d7d62793943e6c7f461396aeef96a96c2	rule0075_rule0076
R56bf8bb439bbf4f4b511b678926d4c4ac33f20bdbbef607e1d57921dbf145de6	rule0075_rule0076
R8a93c76cc1fc9cf271ba50c14577df86c99c099753a657bf3b4ca10be7fa23f0	rule0006_rule0007
R8d1e5474b95100780a9841279f5390e696e564d8b0d7fde535c12cf3bd061559	rule0006_rule0007
R869abd26b7475f4c3c43a15ebd396d63a2d673d3ed53bf326bd51d387c518b1c	rule0006_rule0007
Reabf1165855b3b2ddc796228ad4f21413be7cf13507d7c11d4f7c447acdcc2f3	rule0006_rule0007
Rcdf2a0a8c67777824ab2bc20859248802eaa24e9e7633bc5af038c0c5a8ef316	rule0006_rule0007
R863863a2a35bbdaf883033dd95dd5342a1d6d8c0e31be8bb26f7ad620d9abeef	rule0006_rule0007
R3971a961093a5ec263a9cb6acdf4e26f036210715e3e1d78a222117383e9a936	rule0001_rule0001
R58f056723a85654fefe0a013c97d10d0f51f7927dc87e0987b12f8e1b51cc1c7	rule0014_rule0015
R50972b8b65e5d2449bd7ab7d813a013896d6c9410275ec4ed8259f54c8253d1d	rule0010_rule0011
Refcc74c1c4589eba47b529634b60630ba412d6668afd33d47d1f28442cddb1d7	rule0010_rule0011
R31cf995129eb76c971e528425356451a2574d10814bc87d52f3dbbbc92ab1a39	rule0568_rule0569
Rb87168c5dce11e31dd9533cc6b2364b7b47426005a99917e951f109de0a96a07	rule0238_rule0239
R6d1d98c7b1426f672bcbccdfad4e173e613d081acba7be7f5ca8a6de9f3d04bd	rule1113_rule1114
Rb53b224c06f7070608b77eaa94fd6488b43b38fe15725ecdb403a43d5cd86a1e	rule0016_rule0017
Rf2d120064feee714cf337cf4705ad9cc845a606b8d64b320fec39326a32c3524	rule0033_rule0034
Rc32b1ee64436aeff7edcffa7014210cdaa8082250e1445985afe0edd591623e8	rule0033_rule0034
Rb5b04f65e2a998f9d7587b13f109c8a22b9d57d4de7e2ee8cfc7078a476237d5	rule0010_rule0011
Rd5cb4b67bad5ff37f4dfab42512d1259e14686b75578965d7405c0dc44aa079c	rule0010_rule0011
R9a0f39160ef93f753c9049223f8a6d1efaab2086570ed0c2a7dd946ff840fccd	rule0010_rule0011
R8f941a684b99e63848a9dbf3bcb12c484428e94de1f213757e6777b1077f31d6	rule0010_rule0011
R96d538dc4fa4df20cb42e38cfc1ed34ecb0e5a082febf462ffcbd56dcfddfd10	rule0010_rule0011
Re0f1d330026f798dd20f8ce3693cb6f14456bef69923b11b5fcbe17519eaaf71	rule0010_rule0011
R374df3ad59f887778bd9cf057f970feed3a4963bdfa06f9c551d894ef3f11506	rule0008_rule0009
Ra835cf72f8a78e748b6b244e1a708e63cf37225c1e91d832ce6aa239b00b8fb5	rule0008_rule0009
R86b8df58fad91b45e50044a37b6340177db6046a01b74beb9b5caccedabfde9e	rule0008_rule0009
R27c72bf8a3d505e15ff24eadb2d415904ed59adea32394a754be88d452fcec88	rule0008_rule0009
Rdf6188352a73a9e5beaee12a85e8f385f8e66918e5773b70a2a0b687be667cfd	rule0008_rule0009
Rab24ffbe060436356c3ee7ce65eeacbe05e60d3e6d42dcff75565d7a85eaa47a	rule0008_rule0009
Rbcb426a9194782e34f683d0618662ad15065cf7ad46f54b7c5762c6ce117eda8	rule0008_rule0009
R7ef542a9c8b187acd21c23a64a8a53cf820b5cc0b11a928213ad67b9b63c80cc	rule0008_rule0009
R0d72002ecc4997607b5e0b8a75a91ec02f9e5dc08cc9783a1563f287429a273e	rule0008_rule0009
Rcf2012346825d60a28e2d5a75b6da7e2bd17b7ff1457c98e1ac6d8309adad9c7	rule0008_rule0009
R599321b98a994152f781daef67a82b4ff6915f145f122828870c119ea06788ca	rule0008_rule0009
Ra59b66cd410fbc5d1df33fced3ef2e2a87656f1bd9810b936555ed8a5314bde5	rule0010_rule0011
R9547a0555fb64ce5689c48f2e29ad38e09813aeae55562adc0c59e26ab3594fd	rule0563_rule0564
R13d502062fc989367a57b2973be6dfca8cf5ab1bc1f8986d807bbcf352b63fc2	rule0368_rule0369
R5d3c03ce5bbe3b50b5f50c5f410fc8b3af7298669408a962f3637b9c85052584	rule0277_rule0278
R94d39669d9b408a4bef5acda430dec2e43ec5fe1904853b6f6d8b6c4558dfd9b	rule0229_rule0230
Rc015bbc3fc85d888f26e306ce072a44c6f94082632e7a25cf468d839c48bab1c	rule0415_rule0416
R98e512dde5eb895ae5bf0d1d75f20ba0a11088885adedd3998b00c456ddfc4dd	rule0016_rule0017
Rce387cd8f98b6229ed0005c546fa1f529f6f645a41cfaa95685731fe7d89ce30	rule0016_rule0017
R12a9a0149a18ac841abe5f1c9b94e7502ffd1abbead13ad4ff9848aa6b1c1d41	rule0016_rule0017
R12f87b397e019f32df1052aac5fe223dee7a32d52e5d334eaa85323e70a7c389	rule0016_rule0017
R4c4116aedabea150e9c6413a86089ae70a9957984208ef4a28120775440808ed	rule0016_rule0017
Rf740057e703754f538203250ef87d3e00593de1bc9cea72668ab5b9fbd598f1e	rule0192_rule0317
R7de47891639df693637031aa8741da17f491e2ff60b120cbb58b6f01e5c23ab6	rule0061_rule0062
R0c7a2a5dc45bca417de6a9fe9bbf26da1bccd71120d438278fef9f518613d2a1	rule0006_rule0007
R546ce2a0fe0683e93d71413f90b316662187188fb0fe7b5a2b28b96fb945cbbe	rule0160_rule0161
Rf45c9fc9a2d635f1ff0a66e67758a76361dd790b7d7bbf6f752d92e282477a02	rule0160_rule0161
Rcc06989530677d103486233f189bfe42b86217dc9e7328fb1e980345c3e2c4c0	rule0250_rule0250
R14eea9ceccf4720662520aff48e56af6e528dc98a4c97ab0416f4077be78c1c2	rule1079_rule1080
R75ba3554922144803eae152d68b9e4a8a98a2fd07b372428cf53bf40f424cbf7	rule0044_rule0045
R164ac521f40447b68b60678471e4a1da0a97f1b8e62778330b016d25bc611b5e	rule0663_rule0664
R9daf9be18162b16a9748e4718c02447ecd70a063f74af581ae22b9dc9afd34ea	rule0044_rule0045
R9495c61304c5043a3793c960876344f022e3a356f54289e9964a656f167b0098	rule0014_rule0015
R2d0ffab19aff5916b70891e62445e07b13e0ba9d75345291c97f7bc066ddb2fb	rule0091_rule0092
R497201a1f43a3a3908a37144befb6bc3a1a9968b4a8a2a3dc1d4c3055a055c57	rule0091_rule0092
R8877242d1ca55aed5e7f0cf50b9e59708f7fb9a83b4120e194778717253240c8	rule0023_rule0024
R462f3b7725b15f3ff9b2fb800c51f8a14ff4a4c30cd39ae941b8a14306351438	rule0014_rule0015
R58abe02410411311e153ada12b554dd70620592c48e14e990ed007777de4b5ef	rule0023_rule0024
Raff7853ac7cc5b6ecc9c8f1b8bd55e9075f3ed2b22b64099d41bb55d0fad6d48	rule0008_rule0009
R70e789cfb7226ce196e0fb2cdadfb69e0dbd5c01a582415fb2d7bd0c01568c67	rule0465_rule0466
R42a26ebe76ce8e148d7ffa2937c3464f36d5c672234813a789b21d261ebe49e5	rule0382_rule0383
Rff18e927ecc493ae249f0dff3c740b2e9f58f0e473fbe5e46180ef93d9e35630	rule0019_rule0020
R89fed363f63c9c3dd2c213b95e122bdbe9a2cab43b5098d9c9b68268aed0521c	rule0018_rule0027
R876fa748ee5677110f0dfa7a07d43b6532817caade4c9a77b00c9d30ac75009c	rule0089_rule0090
Rf1103bd01e7e7f16ee59ee199eb090cf49ccc6db22e28353a964f2131e089466	rule0363_rule0364
R708a382161729e15d05eae7c683ef4a0eee162feb5aadf3f1620717c64814bf3	rule0277_rule0278
Rb19e20045450c5825f01e0c06cfc3b0875b581d825d3072b1de9af2a784cf93a	rule0455_rule0456
R8d0f166614adc795a2c0059b0867ba4f2e8497534df489caaac220dc596ffb79	rule0219_rule0220
R60ab5c3cee7c4fcfa808f8d47e322dd6c3dd437d5363a30c13727e50e34e2827	rule0023_rule0024
Reb440915a6d0b0be307bbad1111cf86ab2eb9c55c111dbfb88c095a15aba4006	rule0023_rule0024
R6cd12b2d4ac5aa529cda6141d3ab0e08d29c1aba2428f0391f9cb366e4f909f3	rule0023_rule0024
Rd4307c0909dcb8c8a9bdec54031ff470cea08e3da5bdb0de1f2a25f809184379	rule0023_rule0024
R2543203542b3c360f5ba3fbff7263bd786c4a6fc35ac0942dcc617df6ef0dac9	rule0023_rule0024
R26399c0b4623381d541aa9c727b5bbd0744023babb1841f18aecd756578ce884	rule0718_rule0719
R49f3f8c75e6a2971033dd734553d414fd81d1e14ac612de0df0a2dc3b2ba76cb	rule0718_rule0719
Rcad19d6340313ceefd995d65325bd9536a3b28b784f4868e9b028acf36ae2457	rule0217_rule0218
R593084767cc6fe0bdee9baf0229a67cfa1b5b157194bbdd983fd08d18d61dbaa	rule0025_rule0026
R314e77f2b4ee32c6d366d0bdae7ef5bb119acef540ca282ff60b2d3d3a8cc4e7	rule0025_rule0026
Rda22d00eca7c941767652b7bd4c74be29d74caa1558862dac5f84421510365a8	rule0025_rule0026
Rcd975fb5b19789063bb9904d8bd13d528510aaaad369bc11dec77016a4d2c08b	rule0025_rule0026
